Version.[Version Name],Location.[Location],Sales Domain.[Customer Group],Time.[Day],Item.[Item],D Base Forecast LC,D Base Forecast Quantity,D Base Forecast Supply Code,D Buff1 Forecast Quantity,D Buff2 Forecast Quantity,D Forecast Delivery Policy,D Forecast Early Capacity Layer Least,D Forecast Early Capacity Layer Max,D Forecast Fixed Stock Consumption Early Date,D Forecast Fixed Stock Consumption Late Date,D Forecast Force ICMP,D Forecast Is Fixed,D Forecast Is No Fair Share,D Forecast Late Capacity Layer Least,D Forecast Late Capacity Layer Max,D Forecast Quantity Policy,D Forecast Reduce Lead Time,D Is Stock Redevour Forecast
Consensus_v2,DC-Portland-OR,DTC-eComm-EMEA,2025-10-27,NK-HUARACHE-GRN-XXL,485719.13,2597,SUPP-02,214,172,Express,1558,2337,2025-10-22,2025-10-28,0,1,0,1817,2597,Fixed,0,0
Baseline_v2,DC-Dubai-UAE,DTC-eComm-EMEA,2025-07-21,NK-HUARACHE-GLD-10,42133.3,378,SUPP-04,52,25,Standard,226,340,2025-07-17,2025-07-25,0,0,1,264,378,Min-Max,0,0
Consensus_v1,DC-Memphis-TN,Retail-EMEA,2025-02-17,NK-CORTEZ-BLU-L,214026.37,875,SUPP-05,49,51,Standard,525,787,2025-02-12,2025-02-21,0,1,1,612,875,Min-Max,0,0
OP_Plan_2025,DC-Laakdal-BE,Wholesale-NA,2025-01-13,NK-VAPORFLY-WHT-L,15286.23,66,SUPP-03,6,5,Standard,39,59,2025-01-07,2025-01-17,0,1,0,46,66,Capped,1,0
Consensus_v2,DC-Sao-Paulo-BR,Retail-APAC,2025-06-30,NK-ALPHAFLY-WHT-12,151150.05,2015,SUPP-05,245,53,Economy,1209,1813,2025-06-26,2025-07-04,0,1,0,1410,2015,Flexible,0,0
Consensus_v2,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-01-27,NK-HUARACHE-WHT-13,253696.34,1693,SUPP-05,239,37,Standard,1015,1523,2025-01-21,2025-01-30,1,0,1,1185,1693,Capped,1,0
OP_Plan_2025,DC-Dubai-UAE,DTC-eComm-EMEA,2025-08-11,NK-ALPHAFLY-BLU-12,65871.1,398,SUPP-03,36,20,Priority,238,358,2025-08-06,2025-08-12,1,0,0,278,398,Fixed,1,0
Consensus_v1,DC-Portland-OR,Wholesale-NA,2025-02-03,NK-REACT-GRN-9,200468.16,953,SUPP-01,49,48,Priority,571,857,2025-01-30,2025-02-04,0,0,0,667,953,Capped,0,0
OP_Plan_2025,DC-Dubai-UAE,Wholesale-NA,2025-03-17,NK-VAPORFLY-BLU-12,521924.03,2681,SUPP-01,342,149,Standard,1608,2412,2025-03-13,2025-03-20,0,1,0,1876,2681,Fixed,0,0
Baseline_v2,DC-Memphis-TN,Wholesale-APAC,2025-10-06,NK-DUNK-BLU-S,217203.04,2819,SUPP-05,319,159,Express,1691,2537,2025-10-02,2025-10-08,0,1,0,1973,2819,Capped,0,1
Baseline_v1,DC-Tokyo-JP,Wholesale-NA,2025-06-16,NK-TEE-PRO-WHT-M,41331.92,151,SUPP-04,12,5,Standard,90,135,2025-06-10,2025-06-19,0,0,1,105,151,Capped,0,0
Baseline_v2,DC-Shanghai-CN,DTC-Stores-NA,2025-06-23,NK-REACT-NVY-13,514318.8,1896,SUPP-03,223,77,Priority,1137,1706,2025-06-18,2025-06-25,0,0,1,1327,1896,Capped,0,0
Consensus_v2,DC-Johannesburg-ZA,Retail-EMEA,2025-07-07,NK-ZOOM-PEGA-NVY-13,237593.74,1080,SUPP-01,92,56,Economy,648,972,2025-07-01,2025-07-11,0,0,1,756,1080,Flexible,1,0
OP_Plan_2025,DC-Laakdal-BE,Wholesale-MEA,2025-02-03,NK-FREE-RN-OGR-XL,439081.03,1651,SUPP-02,101,122,Express,990,1485,2025-01-31,2025-02-07,0,0,0,1155,1651,Capped,0,0
Consensus_v2,DC-Laakdal-BE,Retail-APAC,2025-05-12,NK-KD-BLK-M,657228.03,2482,SUPP-02,313,99,Standard,1489,2233,2025-05-09,2025-05-15,0,1,1,1737,2482,Fixed,0,0
Baseline_v2,DC-Laakdal-BE,DTC-eComm-EMEA,2025-06-30,NK-LEBRON-NVY-S,144673.45,613,SUPP-03,51,25,Economy,367,551,2025-06-25,2025-07-01,0,1,0,429,613,Capped,0,0
Consensus_v1,DC-Laakdal-BE,DTC-eComm-EMEA,2025-01-20,NK-HUARACHE-WHT-L,110619.2,459,SUPP-03,54,22,Priority,275,413,2025-01-17,2025-01-21,0,0,0,321,459,Capped,0,0
Consensus_v1,DC-Memphis-TN,Wholesale-APAC,2025-05-12,NK-KD-PPL-8,247016.49,1196,SUPP-02,108,81,Standard,717,1076,2025-05-09,2025-05-14,0,0,0,837,1196,Flexible,0,0
Baseline_v2,DC-Portland-OR,DTC-Stores-EMEA,2025-06-23,NK-FREE-RN-BLU-11,462729.12,2046,SUPP-01,268,56,Standard,1227,1841,2025-06-20,2025-06-24,0,0,1,1432,2046,Capped,1,0
Baseline_v1,DC-Tokyo-JP,Retail-APAC,2025-05-05,NK-JORDAN-RED-L,35643.16,128,SUPP-01,13,4,Priority,76,115,2025-05-02,2025-05-06,0,1,0,89,128,Flexible,0,0
OP_Plan_2025,DC-Memphis-TN,Retail-APAC,2025-01-06,NK-VAPORFLY-NVY-M,62825.52,1042,SUPP-03,111,69,Economy,625,937,2025-01-03,2025-01-09,0,1,0,729,1042,Flexible,0,0
Baseline_v1,DC-Dubai-UAE,DTC-eComm-NA,2025-11-24,NK-SHORT-DRI-WHT-XL,61782.76,443,SUPP-03,62,24,Priority,265,398,2025-11-19,2025-11-25,0,0,1,310,443,Fixed,0,1
Consensus_v2,DC-Johannesburg-ZA,DTC-Stores-EMEA,2025-01-20,NK-JOGGER-TECH-WHT-L,315972.31,1057,SUPP-03,94,78,Priority,634,951,2025-01-14,2025-01-23,0,0,0,739,1057,Fixed,1,0
OP_Plan_2025,DC-Tokyo-JP,Wholesale-LATAM,2025-08-04,NK-ZOOM-PEGA-BLK-S,112152.08,830,SUPP-04,58,39,Express,498,747,2025-07-30,2025-08-07,0,1,0,581,830,Capped,1,0
Baseline_v2,DC-Memphis-TN,DTC-Stores-EMEA,2025-09-08,NK-HUARACHE-OGR-9,385477.9,1720,SUPP-01,98,73,Priority,1032,1548,2025-09-04,2025-09-11,0,0,0,1204,1720,Capped,1,0
Baseline_v1,DC-Sao-Paulo-BR,Wholesale-LATAM,2025-05-05,NK-HUARACHE-PPL-L,336678.55,1245,SUPP-03,182,45,Economy,747,1120,2025-04-29,2025-05-07,0,0,0,871,1245,Fixed,1,1
OP_Plan_2025,DC-Shanghai-CN,Wholesale-NA,2025-12-08,NK-DUNK-NVY-11,214068.15,2803,SUPP-04,202,194,Economy,1681,2522,2025-12-03,2025-12-11,0,1,0,1962,2803,Capped,1,0
Baseline_v1,DC-Johannesburg-ZA,Wholesale-APAC,2025-04-14,NK-VAPORFLY-WHT-10,435114.62,1738,SUPP-04,171,104,Express,1042,1564,2025-04-08,2025-04-16,0,0,1,1216,1738,Capped,1,0
Baseline_v1,DC-Portland-OR,Retail-APAC,2025-12-08,NK-KD-PPL-13,65979.69,919,SUPP-03,82,23,Priority,551,827,2025-12-05,2025-12-11,0,0,1,643,919,Fixed,1,0
Consensus_v1,DC-Portland-OR,Wholesale-NA,2025-11-17,NK-KD-WHT-13,277733.03,2495,SUPP-03,148,95,Express,1497,2245,2025-11-12,2025-11-19,0,0,0,1746,2495,Fixed,0,0
OP_Plan_2025,DC-Portland-OR,Wholesale-APAC,2025-12-01,NK-BLAZER-NVY-M,226642.54,2457,SUPP-03,264,97,Standard,1474,2211,2025-11-27,2025-12-02,0,0,0,1719,2457,Flexible,0,0
Baseline_v1,DC-Sao-Paulo-BR,Retail-APAC,2025-04-28,NK-CORTEZ-NVY-13,680358.37,2606,SUPP-05,326,109,Priority,1563,2345,2025-04-22,2025-05-02,0,0,0,1824,2606,Min-Max,0,0
Consensus_v2,DC-Shanghai-CN,Retail-EMEA,2025-12-22,NK-BLAZER-PPL-9,451074.78,1964,SUPP-01,125,73,Priority,1178,1767,2025-12-16,2025-12-25,0,1,0,1374,1964,Min-Max,0,0
OP_Plan_2025,DC-Tokyo-JP,Wholesale-LATAM,2025-06-30,NK-VAPORFLY-NVY-XXL,67872.06,234,SUPP-04,14,14,Priority,140,210,2025-06-27,2025-07-03,0,0,0,163,234,Fixed,0,0
Consensus_v1,DC-Johannesburg-ZA,Wholesale-MEA,2025-07-14,NK-ALPHAFLY-WHT-9,221863.41,1291,SUPP-03,158,35,Express,774,1161,2025-07-11,2025-07-15,0,0,0,903,1291,Capped,0,0
Baseline_v2,DC-Laakdal-BE,Retail-APAC,2025-12-15,NK-ALPHAFLY-WHT-11,282957.03,1204,SUPP-03,119,57,Economy,722,1083,2025-12-09,2025-12-17,1,1,0,842,1204,Flexible,0,0
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-NA,2025-10-27,NK-METCON-GLD-XL,20829.39,141,SUPP-05,12,9,Standard,84,126,2025-10-23,2025-10-31,0,0,0,98,141,Flexible,1,0
Consensus_v2,DC-Portland-OR,DTC-Stores-EMEA,2025-03-31,NK-HUARACHE-GRN-8,80331.71,1029,SUPP-01,126,42,Priority,617,926,2025-03-25,2025-04-04,0,0,0,720,1029,Fixed,0,0
Baseline_v1,DC-Dubai-UAE,DTC-eComm-NA,2025-06-16,NK-ALPHAFLY-BLK-10,237547.28,899,SUPP-03,50,45,Express,539,809,2025-06-12,2025-06-20,0,0,0,629,899,Min-Max,0,1
Baseline_v1,DC-Sao-Paulo-BR,Retail-APAC,2025-04-07,NK-KD-BLK-8,278197.4,1073,SUPP-03,80,28,Priority,643,965,2025-04-03,2025-04-11,0,0,0,751,1073,Capped,0,0
OP_Plan_2025,DC-Memphis-TN,Wholesale-LATAM,2025-05-26,NK-SPORTS-BRA-INDY-WHT-M,284581.94,2348,SUPP-02,202,126,Economy,1408,2113,2025-05-23,2025-05-28,0,0,0,1643,2348,Flexible,0,0
Baseline_v2,DC-Laakdal-BE,DTC-eComm-NA,2025-09-15,NK-KD-WHT-XL,46314.59,156,SUPP-05,15,7,Standard,93,140,2025-09-10,2025-09-16,0,0,0,109,156,Capped,0,0
Consensus_v2,DC-Memphis-TN,Retail-APAC,2025-05-12,NK-FREE-RN-BLK-XXL,361820.54,2017,SUPP-03,214,77,Priority,1210,1815,2025-05-08,2025-05-16,0,1,1,1411,2017,Flexible,1,1
OP_Plan_2025,DC-Johannesburg-ZA,DTC-Stores-EMEA,2025-03-03,NK-JOGGER-TECH-GRY-XL,45799.37,426,SUPP-04,46,26,Express,255,383,2025-02-26,2025-03-04,0,1,0,298,426,Flexible,1,1
OP_Plan_2025,DC-Dubai-UAE,Retail-EMEA,2025-09-29,NK-AIR-FORCE-BLU-L,396508.81,1616,SUPP-02,154,128,Priority,969,1454,2025-09-26,2025-10-01,0,0,0,1131,1616,Fixed,1,0
Baseline_v2,DC-Portland-OR,Wholesale-MEA,2025-10-27,NK-BLAZER-RED-XL,599503.73,2261,SUPP-01,166,106,Standard,1356,2034,2025-10-23,2025-10-28,0,0,0,1582,2261,Min-Max,0,0
Baseline_v2,DC-Tokyo-JP,Wholesale-NA,2025-12-01,NK-AIR-MAX-BLU-7,85104.25,975,SUPP-05,116,37,Express,585,877,2025-11-25,2025-12-04,0,0,0,682,975,Min-Max,1,0
Consensus_v1,DC-Shanghai-CN,Retail-APAC,2025-06-23,NK-BLAZER-GRY-9,333391.44,1497,SUPP-02,204,95,Economy,898,1347,2025-06-18,2025-06-27,0,0,1,1047,1497,Capped,0,0
Baseline_v1,DC-Dubai-UAE,Retail-APAC,2025-02-10,NK-ALPHAFLY-BLK-9,275142.26,1199,SUPP-05,173,43,Standard,719,1079,2025-02-06,2025-02-12,0,0,0,839,1199,Fixed,0,0
Baseline_v2,DC-Johannesburg-ZA,Wholesale-LATAM,2025-03-10,NK-TEE-PRO-GRY-XL,106625.25,427,SUPP-01,63,16,Economy,256,384,2025-03-07,2025-03-11,0,0,0,298,427,Min-Max,0,1
Baseline_v1,DC-Tokyo-JP,DTC-Stores-NA,2025-08-11,NK-AIR-FORCE-GLD-M,195628.01,1077,SUPP-04,151,21,Standard,646,969,2025-08-06,2025-08-15,0,1,1,753,1077,Fixed,0,0
Baseline_v2,DC-Shanghai-CN,Wholesale-MEA,2025-10-13,NK-KD-OGR-L,220532.96,2717,SUPP-03,216,112,Standard,1630,2445,2025-10-10,2025-10-14,0,1,0,1901,2717,Flexible,0,0
Consensus_v1,DC-Tokyo-JP,Wholesale-NA,2025-12-29,NK-ZOOM-PEGA-RED-M,115923.22,670,SUPP-01,70,31,Express,402,603,2025-12-23,2026-01-01,0,1,0,468,670,Min-Max,0,0
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-LATAM,2025-05-05,NK-ALPHAFLY-GRN-9,195204.46,2630,SUPP-05,364,104,Priority,1578,2367,2025-05-01,2025-05-09,0,0,0,1840,2630,Capped,0,0
Consensus_v1,DC-Portland-OR,Wholesale-NA,2025-06-30,NK-REACT-RED-M,237317.5,2674,SUPP-04,143,116,Express,1604,2406,2025-06-27,2025-07-01,0,0,0,1871,2674,Flexible,0,0
OP_Plan_2025,DC-Tokyo-JP,DTC-Stores-NA,2025-09-15,NK-ZOOM-PEGA-NVY-8,54313.97,353,SUPP-03,40,22,Express,211,317,2025-09-12,2025-09-16,0,0,0,247,353,Capped,0,0
Baseline_v2,DC-Portland-OR,Retail-APAC,2025-04-28,NK-FREE-RN-GRY-11,73068.3,917,SUPP-05,133,30,Priority,550,825,2025-04-23,2025-04-30,0,0,1,641,917,Capped,1,0
Baseline_v2,DC-Portland-OR,Wholesale-NA,2025-02-17,NK-METCON-WHT-13,681046.88,2973,SUPP-05,313,143,Priority,1783,2675,2025-02-12,2025-02-21,0,0,1,2081,2973,Capped,1,0
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-APAC,2025-01-27,NK-VAPORFLY-GLD-9,272799.36,1614,SUPP-01,110,109,Economy,968,1452,2025-01-22,2025-01-31,0,1,0,1129,1614,Capped,1,0
OP_Plan_2025,DC-Johannesburg-ZA,DTC-eComm-EMEA,2025-11-17,NK-DUNK-BLK-M,122233.87,636,SUPP-02,69,30,Economy,381,572,2025-11-13,2025-11-21,1,0,0,445,636,Fixed,0,0
Baseline_v1,DC-Laakdal-BE,Retail-EMEA,2025-07-14,NK-JORDAN-GRY-11,352895.52,1281,SUPP-05,90,67,Express,768,1152,2025-07-08,2025-07-16,0,1,0,896,1281,Fixed,1,0
Consensus_v2,DC-Laakdal-BE,Retail-EMEA,2025-10-13,NK-JORDAN-GRN-10,231327.86,920,SUPP-05,110,22,Standard,552,828,2025-10-09,2025-10-16,0,0,1,644,920,Flexible,0,0
OP_Plan_2025,DC-Sao-Paulo-BR,DTC-eComm-NA,2025-01-20,NK-ZOOM-PEGA-NVY-L,119057.84,843,SUPP-03,104,46,Priority,505,758,2025-01-17,2025-01-23,0,1,1,590,843,Min-Max,0,0
Consensus_v2,DC-Portland-OR,DTC-eComm-NA,2025-03-10,NK-HUARACHE-NVY-9,191118.59,1080,SUPP-01,54,44,Priority,648,972,2025-03-05,2025-03-13,1,0,1,756,1080,Min-Max,0,0
Baseline_v2,DC-Tokyo-JP,DTC-eComm-NA,2025-10-20,NK-METCON-GLD-L,127656.4,1622,SUPP-02,108,107,Economy,973,1459,2025-10-16,2025-10-23,0,1,0,1135,1622,Fixed,0,0
Baseline_v2,DC-Laakdal-BE,Wholesale-MEA,2025-03-03,NK-VAPORFLY-RED-9,463292.6,1734,SUPP-05,228,52,Economy,1040,1560,2025-02-28,2025-03-07,0,0,0,1213,1734,Min-Max,1,0
Consensus_v2,DC-Portland-OR,Wholesale-MEA,2025-03-31,NK-AIR-MAX-GLD-S,258060.18,2612,SUPP-04,339,193,Priority,1567,2350,2025-03-27,2025-04-03,0,0,1,1828,2612,Flexible,0,0
OP_Plan_2025,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2025-10-27,NK-BLAZER-OGR-7,171532.67,1858,SUPP-04,187,133,Economy,1114,1672,2025-10-24,2025-10-28,1,0,0,1300,1858,Fixed,1,0
Consensus_v2,DC-Portland-OR,DTC-Stores-EMEA,2025-09-22,NK-ALPHAFLY-GRY-9,83301.33,555,SUPP-02,45,15,Standard,333,499,2025-09-16,2025-09-25,0,0,0,388,555,Fixed,0,0
OP_Plan_2025,DC-Dubai-UAE,Retail-EMEA,2025-01-27,NK-VAPORFLY-GLD-10,220856.75,864,SUPP-01,102,22,Standard,518,777,2025-01-23,2025-01-28,0,0,0,604,864,Min-Max,0,0
Baseline_v1,DC-Memphis-TN,Wholesale-MEA,2025-12-01,NK-TEE-PRO-WHT-S,57853.04,408,SUPP-05,34,18,Standard,244,367,2025-11-28,2025-12-04,0,0,0,285,408,Flexible,0,0
OP_Plan_2025,DC-Dubai-UAE,DTC-Stores-EMEA,2025-02-24,NK-DUNK-WHT-L,15971.13,83,SUPP-03,6,3,Express,49,74,2025-02-19,2025-02-26,0,1,0,58,83,Capped,1,0
Consensus_v2,DC-Dubai-UAE,Wholesale-LATAM,2025-06-09,NK-METCON-WHT-7,208193.05,1024,SUPP-02,90,21,Economy,614,921,2025-06-03,2025-06-10,0,0,0,716,1024,Capped,0,0
Consensus_v2,DC-Johannesburg-ZA,DTC-Stores-NA,2025-09-29,NK-CORTEZ-OGR-M,562622.8,2923,SUPP-01,388,135,Express,1753,2630,2025-09-26,2025-10-01,0,0,0,2046,2923,Capped,0,0
Baseline_v2,DC-Johannesburg-ZA,DTC-eComm-EMEA,2025-12-01,NK-VAPORFLY-PPL-L,30019.59,107,SUPP-02,14,6,Priority,64,96,2025-11-27,2025-12-04,0,0,0,74,107,Fixed,0,0
Baseline_v1,DC-Sao-Paulo-BR,Retail-EMEA,2025-03-03,NK-ALPHAFLY-RED-12,329764.96,2808,SUPP-05,389,126,Express,1684,2527,2025-02-27,2025-03-05,0,0,0,1965,2808,Min-Max,0,0
Consensus_v1,DC-Tokyo-JP,Retail-EMEA,2025-05-12,NK-TEE-PRO-NVY-L,197017.85,811,SUPP-01,93,62,Economy,486,729,2025-05-09,2025-05-14,0,0,0,567,811,Fixed,0,0
Consensus_v1,DC-Johannesburg-ZA,Wholesale-LATAM,2025-05-12,NK-VAPORFLY-GRY-10,429778.78,2611,SUPP-03,176,149,Standard,1566,2349,2025-05-09,2025-05-15,0,0,0,1827,2611,Capped,0,0
Baseline_v2,DC-Portland-OR,Wholesale-LATAM,2025-03-03,NK-AIR-FORCE-GRY-10,183824.96,1879,SUPP-01,151,49,Priority,1127,1691,2025-02-28,2025-03-07,0,0,1,1315,1879,Min-Max,0,0
Consensus_v1,DC-Laakdal-BE,Wholesale-MEA,2025-10-06,NK-KD-OGR-XL,201833.85,825,SUPP-04,96,49,Economy,495,742,2025-10-01,2025-10-08,1,0,0,577,825,Min-Max,0,0
Consensus_v1,DC-Tokyo-JP,DTC-Stores-NA,2025-11-10,NK-JORDAN-PPL-12,221548.27,1074,SUPP-01,85,45,Priority,644,966,2025-11-06,2025-11-11,0,1,1,751,1074,Min-Max,1,0
Consensus_v1,DC-Dubai-UAE,Wholesale-MEA,2025-09-08,NK-ALPHAFLY-BLU-M,286241.36,2066,SUPP-03,205,46,Economy,1239,1859,2025-09-05,2025-09-11,0,0,0,1446,2066,Capped,0,1
Baseline_v1,DC-Tokyo-JP,Retail-APAC,2025-08-04,NK-AIR-FORCE-GRN-S,599830.04,2087,SUPP-02,251,165,Express,1252,1878,2025-07-30,2025-08-08,1,1,0,1460,2087,Fixed,0,0
Consensus_v1,DC-Johannesburg-ZA,DTC-Stores-NA,2025-08-25,NK-FREE-RN-BLK-S,361472.11,1612,SUPP-01,138,108,Priority,967,1450,2025-08-22,2025-08-27,0,0,0,1128,1612,Min-Max,0,0
Consensus_v1,DC-Memphis-TN,Retail-APAC,2025-03-03,NK-REACT-GRN-13,142950.67,1061,SUPP-02,101,57,Standard,636,954,2025-02-28,2025-03-07,0,1,0,742,1061,Min-Max,0,0
OP_Plan_2025,DC-Portland-OR,Retail-APAC,2025-09-08,NK-FREE-RN-OGR-L,50477.22,818,SUPP-04,110,65,Priority,490,736,2025-09-04,2025-09-09,0,1,0,572,818,Flexible,0,0
Baseline_v2,DC-Portland-OR,DTC-eComm-NA,2025-10-20,NK-VAPORFLY-NVY-12,144844.85,1369,SUPP-05,107,63,Economy,821,1232,2025-10-17,2025-10-22,0,0,0,958,1369,Fixed,1,0
Consensus_v1,DC-Laakdal-BE,Wholesale-APAC,2025-03-24,NK-ALPHAFLY-OGR-11,530058.17,2017,SUPP-05,221,130,Economy,1210,1815,2025-03-20,2025-03-26,0,0,0,1411,2017,Min-Max,0,0
Consensus_v2,DC-Dubai-UAE,Wholesale-NA,2025-05-05,NK-HUARACHE-WHT-7,14367.25,81,SUPP-03,4,5,Economy,48,72,2025-05-02,2025-05-08,0,1,1,56,81,Min-Max,0,0
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-LATAM,2025-02-24,NK-LEBRON-PPL-11,136372.15,2165,SUPP-01,148,71,Express,1299,1948,2025-02-20,2025-02-26,0,1,1,1515,2165,Fixed,0,0
Consensus_v2,DC-Dubai-UAE,Wholesale-LATAM,2025-06-23,NK-AIR-FORCE-GLD-10,587546.25,2479,SUPP-04,251,116,Economy,1487,2231,2025-06-19,2025-06-24,0,0,0,1735,2479,Capped,0,1
Baseline_v2,DC-Sao-Paulo-BR,Retail-APAC,2025-04-21,NK-VAPORFLY-BLU-S,80680.41,602,SUPP-02,61,27,Standard,361,541,2025-04-18,2025-04-24,0,0,0,421,602,Fixed,0,0
Baseline_v1,DC-Tokyo-JP,Retail-EMEA,2025-12-01,NK-METCON-GRY-M,474850.03,1808,SUPP-04,249,71,Priority,1084,1627,2025-11-27,2025-12-04,0,0,0,1265,1808,Capped,1,0
Baseline_v2,DC-Portland-OR,Retail-EMEA,2025-04-28,NK-KD-GRN-9,532038.47,2104,SUPP-03,156,83,Express,1262,1893,2025-04-22,2025-04-30,0,1,1,1472,2104,Fixed,0,0
Consensus_v1,DC-Memphis-TN,DTC-eComm-EMEA,2025-08-04,NK-HUARACHE-RED-S,177634.76,776,SUPP-02,42,43,Economy,465,698,2025-08-01,2025-08-05,0,0,0,543,776,Min-Max,0,0
Consensus_v1,DC-Portland-OR,Wholesale-NA,2025-08-18,NK-CORTEZ-GLD-L,395567.52,1722,SUPP-03,240,59,Economy,1033,1549,2025-08-13,2025-08-21,0,1,0,1205,1722,Flexible,0,0
Consensus_v1,DC-Portland-OR,Retail-EMEA,2025-02-17,NK-REACT-WHT-XL,164558.41,571,SUPP-02,80,16,Standard,342,513,2025-02-14,2025-02-20,0,0,0,399,571,Flexible,0,0
Baseline_v2,DC-Tokyo-JP,Wholesale-LATAM,2025-02-17,NK-DUNK-OGR-M,355251.17,1576,SUPP-03,206,108,Express,945,1418,2025-02-13,2025-02-19,1,0,0,1103,1576,Flexible,0,0
OP_Plan_2025,DC-Laakdal-BE,DTC-eComm-EMEA,2025-06-02,NK-SPORTS-BRA-INDY-WHT-M,542107.33,2232,SUPP-04,233,101,Express,1339,2008,2025-05-30,2025-06-03,1,0,0,1562,2232,Min-Max,1,0
Baseline_v2,DC-Sao-Paulo-BR,Retail-EMEA,2025-01-06,NK-BLAZER-GRY-XL,112634.01,1647,SUPP-05,200,92,Standard,988,1482,2025-01-03,2025-01-08,0,0,0,1152,1647,Fixed,0,0
Baseline_v2,DC-Tokyo-JP,Retail-EMEA,2025-09-29,NK-ZOOM-PEGA-OGR-13,177693.48,672,SUPP-02,77,49,Standard,403,604,2025-09-25,2025-10-03,0,0,0,470,672,Fixed,0,0
Consensus_v2,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-10-20,NK-CORTEZ-NVY-9,763063.47,2804,SUPP-05,219,224,Priority,1682,2523,2025-10-14,2025-10-21,0,0,0,1962,2804,Capped,0,0
Baseline_v2,DC-Tokyo-JP,Wholesale-APAC,2025-10-13,NK-REACT-RED-9,333585.98,1915,SUPP-04,229,122,Express,1149,1723,2025-10-10,2025-10-16,0,0,0,1340,1915,Flexible,0,0
Consensus_v1,DC-Portland-OR,Wholesale-LATAM,2025-09-01,NK-ZOOM-PEGA-GRN-8,308532.2,2158,SUPP-04,201,60,Standard,1294,1942,2025-08-28,2025-09-02,0,0,1,1510,2158,Capped,0,0
Consensus_v1,DC-Dubai-UAE,Retail-APAC,2025-08-04,NK-METCON-GRY-9,54333.51,371,SUPP-05,42,21,Standard,222,333,2025-07-29,2025-08-07,0,0,0,259,371,Capped,0,1
Baseline_v1,DC-Memphis-TN,DTC-eComm-NA,2025-06-30,NK-JACKET-WIND-NVY-XL,261997.01,2136,SUPP-02,205,113,Express,1281,1922,2025-06-27,2025-07-04,0,0,1,1495,2136,Fixed,0,0
Baseline_v1,DC-Memphis-TN,Wholesale-LATAM,2025-03-31,NK-AIR-MAX-BLU-L,10038.96,55,SUPP-03,5,1,Express,33,49,2025-03-28,2025-04-01,0,0,0,38,55,Flexible,0,0
Baseline_v1,DC-Laakdal-BE,DTC-Stores-EMEA,2025-02-10,NK-AIR-FORCE-GRN-S,219219.56,2764,SUPP-01,347,96,Priority,1658,2487,2025-02-05,2025-02-11,0,0,0,1934,2764,Min-Max,0,0
OP_Plan_2025,DC-Shanghai-CN,Wholesale-NA,2025-09-22,NK-CORTEZ-GLD-7,213783.86,2496,SUPP-03,367,126,Standard,1497,2246,2025-09-18,2025-09-26,0,0,0,1747,2496,Flexible,0,0
Consensus_v1,DC-Tokyo-JP,DTC-Stores-NA,2025-10-06,NK-CORTEZ-BLK-13,434637.26,1775,SUPP-01,122,123,Priority,1065,1597,2025-10-01,2025-10-07,0,0,0,1242,1775,Flexible,0,0
Baseline_v2,DC-Johannesburg-ZA,Wholesale-MEA,2025-09-08,NK-BLAZER-GLD-8,84167.46,516,SUPP-01,30,28,Economy,309,464,2025-09-05,2025-09-11,0,0,0,361,516,Flexible,0,0
Baseline_v1,DC-Laakdal-BE,Wholesale-MEA,2025-12-15,NK-KD-BLK-M,711477.88,2994,SUPP-04,419,68,Express,1796,2694,2025-12-11,2025-12-17,1,1,0,2095,2994,Capped,0,0
Baseline_v2,DC-Laakdal-BE,Wholesale-LATAM,2025-11-10,NK-TEE-PRO-WHT-M,404249.77,1936,SUPP-03,282,49,Priority,1161,1742,2025-11-04,2025-11-14,0,0,1,1355,1936,Fixed,0,0
Baseline_v2,DC-Dubai-UAE,Wholesale-MEA,2025-03-03,NK-REACT-OGR-10,145534.01,599,SUPP-04,44,14,Economy,359,539,2025-02-25,2025-03-06,0,1,0,419,599,Min-Max,0,0
Consensus_v2,DC-Laakdal-BE,DTC-eComm-NA,2025-06-16,NK-ALPHAFLY-WHT-12,90183.91,694,SUPP-04,46,38,Standard,416,624,2025-06-10,2025-06-18,1,0,0,485,694,Capped,0,0
Consensus_v2,DC-Memphis-TN,Wholesale-LATAM,2025-08-25,NK-METCON-PPL-9,380063.54,1433,SUPP-03,155,35,Priority,859,1289,2025-08-22,2025-08-29,0,1,0,1003,1433,Capped,0,0
Baseline_v2,DC-Portland-OR,Wholesale-APAC,2025-11-17,NK-SPORTS-BRA-INDY-NVY-M,742702.61,2616,SUPP-05,166,209,Express,1569,2354,2025-11-12,2025-11-19,1,0,1,1831,2616,Capped,0,0
Baseline_v2,DC-Sao-Paulo-BR,Retail-APAC,2025-08-11,NK-LEBRON-GLD-12,321980.43,1164,SUPP-01,123,26,Standard,698,1047,2025-08-06,2025-08-12,0,0,0,814,1164,Min-Max,0,0
