Version.[Version Name],Location.[Location],Sales Domain.[Customer Group],Time.[Partial Week],Item.[Item],Actual 12 Weeks,Actual 4 Weeks,Actual 8 Weeks,Actual External,Actual Final,Published Final Fcst Lag1 12weeks,Published Final Fcst Lag1 4weeks,Published Final Fcst Lag1 8weeks,Published Final Fcst Lag1 External,Published Final Fcst Lag1 Final
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-APAC,2024-W21,NK-FREE-RN-WHT-7,1247,390,924,83,1311,1186,1198,1268,97,1127
Consensus_v2,DC-Johannesburg-ZA,Retail-EMEA,2024-W51,NK-LEBRON-WHT-9,4455,1694,3192,156,4863,5815,5539,5375,177,5320
Baseline_v2,DC-Memphis-TN,DTC-eComm-EMEA,2024-W07,NK-AIR-FORCE-BLU-11,568,198,417,43,629,489,631,641,39,696
Baseline_v1,DC-Dubai-UAE,Wholesale-LATAM,2024-W39,NK-JORDAN-PPL-13,2853,931,2210,68,3134,2714,3047,3608,71,3288
Baseline_v1,DC-Tokyo-JP,DTC-eComm-NA,2024-W32,NK-REACT-GLD-11,2613,898,1693,121,2663,2892,2629,2796,134,3039
Consensus_v1,DC-Tokyo-JP,Wholesale-MEA,2024-W41,NK-JORDAN-GRY-10,3888,1198,2786,236,3967,4810,3914,3887,269,3347
Baseline_v1,DC-Memphis-TN,Wholesale-NA,2024-W13,NK-CORTEZ-PPL-9,1807,575,1356,121,1963,2011,1797,1774,142,2047
Baseline_v1,DC-Dubai-UAE,DTC-Stores-EMEA,2024-W35,NK-LEBRON-NVY-7,4747,1579,2991,228,4951,6020,4789,4288,214,3951
OP_Plan_2025,DC-Portland-OR,Retail-EMEA,2024-W37,NK-HUARACHE-BLU-7,1226,365,811,94,1259,1423,1292,1197,106,1188
Consensus_v1,DC-Johannesburg-ZA,Retail-EMEA,2024-W20,NK-ALPHAFLY-BLK-7,2134,654,1445,105,2178,1490,2285,2206,99,2075
Consensus_v2,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W34,NK-ALPHAFLY-BLU-7,1713,513,1206,97,1830,1207,1902,1591,107,1807
Consensus_v1,DC-Dubai-UAE,Retail-EMEA,2024-W38,NK-AIR-MAX-GRY-11,806,248,533,54,822,1059,802,833,59,951
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-LATAM,2024-W17,NK-REACT-OGR-8,2097,779,1393,86,2257,2008,1985,2697,94,2134
OP_Plan_2025,DC-Memphis-TN,Retail-EMEA,2024-W51,NK-AIR-MAX-BLK-11,2110,619,1569,63,2192,2267,2108,2233,74,2137
Consensus_v2,DC-Sao-Paulo-BR,DTC-Stores-NA,2024-W29,NK-BACKPACK-BRSLA-NVY,1865,604,1201,64,1927,1651,1857,1751,65,1581
OP_Plan_2025,DC-Dubai-UAE,Wholesale-NA,2024-W12,NK-CORTEZ-WHT-13,592,191,370,32,605,630,639,556,32,695
Consensus_v1,DC-Sao-Paulo-BR,DTC-eComm-NA,2024-W37,NK-JORDAN-WHT-7,450,162,318,35,493,631,507,427,41,447
Baseline_v2,DC-Laakdal-BE,DTC-eComm-NA,2024-W30,NK-LEBRON-GRY-8,2885,954,2032,195,2956,3468,3028,3061,202,2739
Baseline_v2,DC-Laakdal-BE,DTC-eComm-NA,2024-W23,NK-JORDAN-GRY-9,4037,1314,2902,178,4438,4745,4636,3880,181,5071
Baseline_v2,DC-Portland-OR,DTC-Stores-EMEA,2024-W06,NK-ALPHAFLY-GRY-10,902,290,644,43,968,837,1020,979,44,1032
OP_Plan_2025,DC-Shanghai-CN,Wholesale-LATAM,2024-W32,NK-VAPORFLY-GLD-11,605,190,402,30,638,655,642,742,30,591
Consensus_v2,DC-Shanghai-CN,Wholesale-LATAM,2024-W02,NK-CORTEZ-RED-11,2909,1013,1986,72,3047,3254,2958,2492,68,3248
Consensus_v1,DC-Memphis-TN,Retail-APAC,2024-W10,NK-AIR-FORCE-PPL-13,2634,915,1930,178,2880,3633,2593,2901,210,3112
Baseline_v1,DC-Shanghai-CN,Wholesale-APAC,2024-W09,NK-HUARACHE-BLU-11,2842,901,2189,245,3090,3706,2774,2602,276,2883
Consensus_v1,DC-Laakdal-BE,DTC-eComm-NA,2024-W29,NK-JORDAN-BLK-11,3595,1297,2665,141,3927,4385,3835,3843,131,4454
Baseline_v1,DC-Memphis-TN,DTC-eComm-NA,2024-W07,NK-DUNK-BLU-10,3067,971,2054,67,3290,3704,3399,3661,62,3728
Baseline_v1,DC-Dubai-UAE,Wholesale-LATAM,2024-W50,NK-VAPORFLY-RED-7,2909,986,2184,205,3150,3972,3562,3495,220,3037
OP_Plan_2025,DC-Johannesburg-ZA,Wholesale-APAC,2024-W18,NK-DUNK-PPL-13,2508,863,1667,200,2743,2679,2780,2786,179,2686
Consensus_v1,DC-Johannesburg-ZA,Retail-EMEA,2024-W24,NK-DUNK-PPL-7,391,143,288,21,420,419,407,385,24,490
Baseline_v2,DC-Portland-OR,DTC-Stores-NA,2024-W25,NK-AIR-FORCE-RED-9,2487,893,1924,91,2720,2988,2463,2722,82,2696
OP_Plan_2025,DC-Laakdal-BE,DTC-Stores-EMEA,2024-W35,NK-HUARACHE-OGR-12,4704,1489,3352,205,4951,6124,4512,5344,244,4328
Consensus_v2,DC-Memphis-TN,Retail-APAC,2024-W23,NK-FREE-RN-RED-11,1704,637,1272,103,1864,1687,2085,1791,106,2236
Consensus_v2,DC-Shanghai-CN,Retail-APAC,2024-W16,NK-JORDAN-WHT-12,346,109,242,20,366,423,388,329,21,399
Consensus_v2,DC-Memphis-TN,Wholesale-NA,2024-W11,NK-SPORTS-BRA-INDY-RED-L,555,205,405,22,600,480,620,561,24,508
Consensus_v1,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W26,NK-REACT-BLU-7,4643,1642,3321,163,4781,5929,5073,4739,155,4535
Baseline_v1,DC-Johannesburg-ZA,DTC-Stores-EMEA,2024-W42,NK-BLAZER-GLD-11,3802,1253,2799,178,3983,3400,3708,4677,160,4568
Baseline_v2,DC-Memphis-TN,DTC-eComm-NA,2024-W24,NK-BLAZER-WHT-10,4660,1500,2916,105,4718,3800,5187,5804,93,4111
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-NA,2024-W04,NK-FREE-RN-NVY-11,2847,856,2026,184,2890,3931,3121,2821,172,3324
Consensus_v1,DC-Portland-OR,DTC-Stores-EMEA,2024-W45,NK-JACKET-WIND-RED-XL,3755,1380,2874,255,4096,4575,4005,3989,268,4324
Consensus_v2,DC-Memphis-TN,DTC-Stores-NA,2024-W16,NK-ALPHAFLY-GLD-11,3446,1102,2345,277,3604,4651,3226,4089,280,3901
Baseline_v2,DC-Shanghai-CN,Wholesale-NA,2024-W19,NK-TEE-PRO-WHT-L,2242,760,1508,65,2358,2077,2286,2180,58,2182
Baseline_v1,DC-Portland-OR,DTC-eComm-NA,2024-W15,NK-FREE-RN-GRN-9,3373,1103,2608,124,3626,3207,3869,3448,108,4238
Consensus_v1,DC-Memphis-TN,Wholesale-NA,2024-W11,NK-VAPORFLY-WHT-10,2670,934,1691,166,2736,2684,2899,3111,191,2527
Consensus_v1,DC-Portland-OR,DTC-Stores-NA,2024-W24,NK-VAPORFLY-GLD-8,624,219,488,48,682,828,742,624,41,692
Baseline_v2,DC-Dubai-UAE,Wholesale-APAC,2024-W04,NK-AIR-MAX-NVY-7,794,267,522,64,845,662,806,904,76,824
Baseline_v1,DC-Tokyo-JP,Wholesale-NA,2024-W03,NK-SHORT-DRI-WHT-M,1710,539,1119,131,1780,2103,1691,2104,117,1875
Consensus_v2,DC-Portland-OR,Retail-APAC,2024-W48,NK-HUARACHE-WHT-9,2371,798,1597,115,2450,2941,2369,2248,112,2265
Consensus_v1,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W04,NK-VAPORFLY-WHT-11,4614,1686,3157,243,4961,6089,4902,4918,277,5717
Baseline_v1,DC-Memphis-TN,Retail-EMEA,2024-W19,NK-ALPHAFLY-BLK-8,941,355,652,47,1034,942,1051,1131,45,1091
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-MEA,2024-W02,NK-VAPORFLY-PPL-12,1381,430,1010,54,1495,1699,1639,1529,54,1558
Consensus_v2,DC-Dubai-UAE,Wholesale-APAC,2024-W30,NK-METCON-GRN-11,1113,419,791,75,1209,883,1153,1334,79,1076
Consensus_v1,DC-Dubai-UAE,Wholesale-LATAM,2024-W22,NK-VAPORFLY-GRY-11,2426,853,1742,177,2616,2656,2603,3040,178,2382
Baseline_v2,DC-Tokyo-JP,Wholesale-APAC,2024-W24,NK-ALPHAFLY-BLK-12,3569,1307,2786,308,3962,3606,4110,3700,352,4637
OP_Plan_2025,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2024-W02,NK-FREE-RN-PPL-10,2675,921,1817,214,2802,1916,2613,2662,204,2854
Consensus_v2,DC-Laakdal-BE,Wholesale-MEA,2024-W23,NK-AIR-MAX-BLU-8,555,169,366,28,604,776,537,704,24,536
Baseline_v1,DC-Dubai-UAE,Wholesale-MEA,2024-W21,NK-VAPORFLY-NVY-12,2681,934,1806,117,2702,3339,2935,2902,103,2582
Baseline_v1,DC-Laakdal-BE,Retail-EMEA,2024-W41,NK-ALPHAFLY-RED-7,2275,690,1426,178,2368,2344,2160,2437,154,2810
OP_Plan_2025,DC-Memphis-TN,DTC-Stores-NA,2024-W11,NK-ALPHAFLY-GRN-10,330,104,238,17,339,374,338,403,20,398
OP_Plan_2025,DC-Memphis-TN,Retail-EMEA,2024-W23,NK-DUNK-GRY-13,3735,1304,2613,302,3810,4284,3785,4231,331,3860
OP_Plan_2025,DC-Johannesburg-ZA,Wholesale-LATAM,2024-W39,NK-AIR-MAX-NVY-13,1219,365,849,68,1303,942,1451,1276,73,1173
Consensus_v1,DC-Laakdal-BE,Wholesale-MEA,2024-W34,NK-ZOOM-PEGA-WHT-12,3434,1106,2289,224,3782,2683,3580,3217,197,3781
Consensus_v1,DC-Dubai-UAE,Retail-EMEA,2024-W29,NK-AIR-MAX-GRN-12,3228,1213,2207,198,3513,4298,3653,3022,235,3273
Consensus_v1,DC-Laakdal-BE,Wholesale-APAC,2024-W40,NK-JORDAN-OGR-13,216,64,138,8,217,220,234,183,8,264
Consensus_v2,DC-Shanghai-CN,Wholesale-APAC,2024-W21,NK-HUARACHE-BLU-11,1268,451,956,83,1340,1195,1452,1477,95,1511
OP_Plan_2025,DC-Johannesburg-ZA,Wholesale-APAC,2024-W01,NK-FREE-RN-NVY-10,2390,705,1718,57,2453,1989,2374,2530,52,2939
Consensus_v2,DC-Laakdal-BE,DTC-Stores-NA,2024-W37,NK-ZOOM-PEGA-RED-7,4185,1239,3055,186,4356,5331,4134,4181,211,4331
Consensus_v2,DC-Tokyo-JP,DTC-eComm-NA,2024-W40,NK-FREE-RN-NVY-8,2780,841,1870,151,2912,2362,2831,2530,135,2476
Baseline_v2,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2024-W23,NK-REACT-WHT-13,796,277,537,45,881,1078,819,938,51,1077
Consensus_v1,DC-Memphis-TN,Retail-APAC,2024-W38,NK-METCON-GRY-8,2584,773,1773,145,2634,1901,2899,2431,126,3261
Consensus_v1,DC-Memphis-TN,DTC-eComm-EMEA,2024-W22,NK-VAPORFLY-NVY-8,2457,818,1682,99,2531,2139,2276,2711,116,2109
Consensus_v2,DC-Portland-OR,Wholesale-LATAM,2024-W46,NK-SHORT-DRI-RED-L,3848,1365,2779,322,4077,4817,4094,4010,282,4927
Consensus_v1,DC-Dubai-UAE,DTC-Stores-EMEA,2024-W13,NK-JORDAN-GRN-11,1550,585,1051,55,1716,1613,1610,1568,53,1805
Baseline_v2,DC-Dubai-UAE,Retail-APAC,2024-W41,NK-REACT-RED-8,4592,1403,2978,289,4855,4003,4662,5412,267,5107
OP_Plan_2025,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W36,NK-JORDAN-BLU-11,183,58,118,5,196,178,201,170,4,173
Consensus_v2,DC-Laakdal-BE,DTC-Stores-EMEA,2024-W28,NK-ALPHAFLY-GLD-10,203,73,141,4,224,206,242,266,4,261
Consensus_v2,DC-Memphis-TN,Wholesale-MEA,2024-W08,NK-REACT-PPL-11,3083,1058,2371,97,3389,2762,3416,3194,114,3648
Baseline_v1,DC-Laakdal-BE,Wholesale-APAC,2024-W13,NK-LEBRON-GRY-9,842,266,581,52,861,1080,878,773,49,756
Consensus_v2,DC-Laakdal-BE,DTC-eComm-EMEA,2024-W10,NK-METCON-PPL-12,4834,1647,3000,229,4873,4349,4827,5690,206,5493
Consensus_v1,DC-Memphis-TN,DTC-eComm-EMEA,2024-W35,NK-CORTEZ-OGR-12,491,164,365,33,517,539,504,466,32,573
Consensus_v1,DC-Johannesburg-ZA,Wholesale-LATAM,2024-W39,NK-JORDAN-NVY-13,1318,400,844,99,1354,1306,1252,1334,109,1426
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-MEA,2024-W06,NK-LEBRON-OGR-10,1876,630,1334,135,1982,2552,2129,2357,127,1963
Baseline_v1,DC-Sao-Paulo-BR,Retail-APAC,2024-W49,NK-DUNK-WHT-9,2907,921,2097,87,3176,2694,2971,2898,102,2992
Consensus_v2,DC-Tokyo-JP,Retail-EMEA,2024-W37,NK-JORDAN-PPL-9,756,238,485,25,762,642,814,653,26,623
Consensus_v2,DC-Laakdal-BE,Retail-EMEA,2024-W24,NK-HOODIE-CLUB-NVY-S,3400,1074,2635,175,3687,4008,3515,3532,197,4086
Baseline_v1,DC-Memphis-TN,DTC-eComm-EMEA,2024-W45,NK-LEBRON-RED-9,4257,1500,2839,218,4427,5234,5128,5547,248,5107
Baseline_v1,DC-Tokyo-JP,Wholesale-NA,2024-W18,NK-BLAZER-GRN-9,4394,1318,3142,204,4435,3768,4264,4502,209,3853
OP_Plan_2025,DC-Shanghai-CN,Retail-EMEA,2024-W23,NK-AIR-MAX-PPL-11,1377,474,885,106,1424,1610,1459,1421,91,1560
Consensus_v1,DC-Tokyo-JP,DTC-eComm-EMEA,2024-W09,NK-CORTEZ-NVY-11,3048,1044,2204,228,3340,3235,3363,3442,223,3130
OP_Plan_2025,DC-Johannesburg-ZA,Retail-APAC,2024-W46,NK-KD-GLD-8,3594,1115,2751,221,3838,4541,3878,4510,189,4259
Baseline_v1,DC-Portland-OR,Wholesale-APAC,2024-W14,NK-FREE-RN-GRN-7,4590,1629,3149,257,4988,4550,4604,5776,291,5754
Consensus_v2,DC-Portland-OR,DTC-Stores-EMEA,2024-W44,NK-METCON-OGR-10,2091,672,1384,157,2112,1775,2264,2290,137,2031
Baseline_v2,DC-Johannesburg-ZA,Wholesale-LATAM,2024-W30,NK-ZOOM-PEGA-RED-10,2991,1119,2222,74,3322,3122,3589,3525,84,3883
Consensus_v2,DC-Dubai-UAE,DTC-eComm-NA,2024-W31,NK-ZOOM-PEGA-NVY-12,2460,821,1627,121,2542,3102,2652,2361,123,2633
OP_Plan_2025,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2024-W28,NK-ZOOM-PEGA-RED-12,4264,1565,3168,198,4678,5195,4612,5396,178,4312
Consensus_v2,DC-Laakdal-BE,Wholesale-LATAM,2024-W47,NK-JACKET-WIND-BLK-M,3252,1090,2151,136,3492,3160,3567,4127,147,3752
Consensus_v1,DC-Memphis-TN,DTC-Stores-NA,2024-W50,NK-ZOOM-PEGA-GRN-9,1057,387,732,46,1157,1021,1223,1140,45,1231
Baseline_v2,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2024-W38,NK-KD-OGR-11,3522,1057,2634,141,3691,3396,3740,3755,159,3274
Consensus_v1,DC-Memphis-TN,Wholesale-LATAM,2024-W31,NK-VAPORFLY-BLU-10,2195,681,1434,146,2252,1708,2341,2148,162,2507
Baseline_v1,DC-Laakdal-BE,Wholesale-NA,2024-W48,NK-ALPHAFLY-OGR-9,4131,1249,2909,129,4245,3588,4325,3582,147,4152
OP_Plan_2025,DC-Portland-OR,Retail-EMEA,2024-W51,NK-ZOOM-PEGA-NVY-10,3083,1082,2218,126,3094,3527,3446,3412,148,3481
Consensus_v2,DC-Sao-Paulo-BR,DTC-eComm-NA,2024-W17,NK-METCON-OGR-13,532,157,335,15,548,619,548,589,15,566
Consensus_v1,DC-Shanghai-CN,DTC-Stores-NA,2024-W21,NK-JACKET-WIND-RED-XL,3844,1287,2907,183,4250,5319,4336,5024,217,4604
Baseline_v2,DC-Shanghai-CN,Wholesale-NA,2024-W36,NK-AIR-FORCE-BLU-9,1712,583,1143,113,1751,1929,1872,1514,96,2073
Baseline_v1,DC-Memphis-TN,Retail-EMEA,2024-W52,NK-LEBRON-BLK-7,1385,501,942,57,1458,1049,1607,1346,51,1547
Baseline_v1,DC-Laakdal-BE,Wholesale-NA,2024-W39,NK-JORDAN-GRY-8,3925,1361,2979,320,4301,4322,4567,3576,292,4484
Consensus_v1,DC-Johannesburg-ZA,Retail-APAC,2024-W33,NK-VAPORFLY-BLK-11,3671,1310,2636,255,3943,3692,3901,4665,225,4560
Baseline_v2,DC-Sao-Paulo-BR,Retail-APAC,2024-W42,NK-HUARACHE-BLU-13,4835,1534,3320,317,4946,6575,5317,5361,377,5287
Baseline_v1,DC-Johannesburg-ZA,Wholesale-NA,2024-W52,NK-DUNK-NVY-12,4839,1468,2991,282,4930,3647,5360,4307,252,4344
Baseline_v2,DC-Sao-Paulo-BR,Retail-APAC,2024-W11,NK-KD-GRY-9,894,311,625,34,955,1058,893,948,36,924
OP_Plan_2025,DC-Laakdal-BE,Retail-EMEA,2024-W36,NK-AIR-FORCE-GRY-11,382,124,273,27,425,508,456,350,25,465
Consensus_v2,DC-Laakdal-BE,Wholesale-APAC,2024-W13,NK-VAPORFLY-BLU-11,4460,1507,2865,369,4744,3253,4963,5063,384,4525
Baseline_v1,DC-Memphis-TN,Wholesale-LATAM,2024-W49,NK-JORDAN-GLD-13,4461,1490,3022,220,4954,4948,5099,5833,259,4257
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-MEA,2024-W01,NK-CORTEZ-GRY-12,1873,627,1250,132,1919,1380,2022,2155,156,1847
Baseline_v1,DC-Sao-Paulo-BR,DTC-eComm-NA,2024-W03,NK-HUARACHE-NVY-8,3550,1218,2469,97,3712,4173,3585,3793,101,3450
Consensus_v1,DC-Portland-OR,Wholesale-APAC,2024-W39,NK-METCON-OGR-12,111,37,77,7,120,139,135,145,7,102
OP_Plan_2025,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W15,NK-BLAZER-PPL-7,3081,948,2047,101,3257,3017,3372,3170,117,3299
Consensus_v1,DC-Shanghai-CN,Wholesale-LATAM,2024-W02,NK-SHORT-DRI-RED-L,217,75,140,14,218,216,208,197,14,231
OP_Plan_2025,DC-Shanghai-CN,Retail-APAC,2024-W11,NK-VAPORFLY-NVY-9,1208,404,889,102,1310,1745,1235,1052,111,1558
OP_Plan_2025,DC-Memphis-TN,Retail-APAC,2024-W18,NK-HUARACHE-NVY-9,1810,586,1211,130,1994,1774,2057,2055,143,1858
Consensus_v1,DC-Johannesburg-ZA,Wholesale-APAC,2024-W06,NK-CORTEZ-RED-8,1117,379,754,90,1227,1093,1326,1226,80,1107
OP_Plan_2025,DC-Dubai-UAE,Wholesale-LATAM,2024-W05,NK-SHORT-DRI-RED-M,1631,525,1168,128,1706,1760,1614,1560,114,1552
Consensus_v1,DC-Portland-OR,DTC-eComm-NA,2024-W06,NK-KD-PPL-13,1294,471,1027,77,1432,1202,1493,1229,79,1313
Baseline_v2,DC-Dubai-UAE,Wholesale-MEA,2024-W05,NK-REACT-BLU-7,634,198,443,32,679,604,693,757,32,736
Consensus_v2,DC-Memphis-TN,DTC-eComm-EMEA,2024-W12,NK-KD-WHT-10,602,211,429,13,618,577,645,581,13,560
OP_Plan_2025,DC-Dubai-UAE,Retail-APAC,2024-W22,NK-AIR-FORCE-GRN-11,1660,554,1126,38,1775,1807,2004,1787,37,1749
Consensus_v1,DC-Shanghai-CN,DTC-Stores-NA,2024-W48,NK-JORDAN-BLU-7,255,77,186,14,260,238,286,302,13,272
Baseline_v1,DC-Sao-Paulo-BR,DTC-eComm-NA,2024-W48,NK-REACT-PPL-10,4439,1561,3273,278,4569,5305,4543,4032,326,4838
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-LATAM,2024-W12,NK-KD-BLK-12,1029,308,670,50,1068,784,1061,1256,43,1234
Baseline_v1,DC-Johannesburg-ZA,Retail-EMEA,2024-W05,NK-SPORTS-BRA-INDY-NVY-L,908,306,664,63,1003,1404,1065,1013,70,1147
Consensus_v1,DC-Tokyo-JP,Wholesale-LATAM,2024-W35,NK-METCON-RED-10,4772,1566,3117,388,4928,3563,4623,4863,447,4222
Baseline_v1,DC-Shanghai-CN,Wholesale-APAC,2024-W37,NK-HUARACHE-PPL-12,4586,1343,3279,166,4756,4815,4682,5385,153,5838
Consensus_v1,DC-Portland-OR,Retail-APAC,2024-W27,NK-DUNK-WHT-10,2496,807,1592,106,2565,2619,2412,2779,95,3133
Baseline_v1,DC-Laakdal-BE,DTC-Stores-EMEA,2024-W52,NK-AIR-FORCE-BLU-13,4507,1739,3495,383,4973,4575,5334,4792,373,5444
OP_Plan_2025,DC-Sao-Paulo-BR,DTC-Stores-NA,2024-W49,NK-CORTEZ-GLD-9,3118,1091,2355,145,3448,4255,3179,3043,134,3905
Consensus_v1,DC-Sao-Paulo-BR,DTC-Stores-NA,2024-W13,NK-VAPORFLY-BLK-13,2013,648,1501,121,2098,2699,2286,2161,134,2591
OP_Plan_2025,DC-Portland-OR,DTC-Stores-EMEA,2024-W27,NK-CORTEZ-RED-9,2874,892,2062,186,2944,2475,3225,3284,216,3231
OP_Plan_2025,DC-Portland-OR,Retail-APAC,2024-W09,NK-AIR-FORCE-BLU-8,4857,1364,3495,388,4867,4771,5167,4442,331,4819
Baseline_v2,DC-Johannesburg-ZA,DTC-eComm-NA,2024-W10,NK-ALPHAFLY-WHT-10,3246,1132,2149,235,3416,2452,3277,3475,249,4004
Consensus_v2,DC-Memphis-TN,Retail-APAC,2024-W27,NK-AIR-MAX-GRY-8,2747,1029,2095,197,2992,2209,2828,3703,187,3288
Consensus_v2,DC-Memphis-TN,Wholesale-NA,2024-W12,NK-JACKET-WIND-WHT-XL,372,137,262,26,412,493,415,455,24,460
OP_Plan_2025,DC-Memphis-TN,Wholesale-MEA,2024-W13,NK-HOODIE-CLUB-GRY-S,2154,719,1481,168,2280,2613,2372,2606,188,2182
OP_Plan_2025,DC-Portland-OR,Wholesale-APAC,2024-W21,NK-METCON-GRY-7,3286,1201,2272,134,3593,3588,3614,3512,138,3492
Consensus_v1,DC-Shanghai-CN,Wholesale-MEA,2024-W07,NK-AIR-MAX-GRY-10,2292,795,1544,166,2509,2500,2809,2776,198,2996
Baseline_v2,DC-Portland-OR,Retail-EMEA,2024-W10,NK-SHORT-DRI-GRY-M,929,276,600,47,936,1204,972,816,48,947
Baseline_v1,DC-Tokyo-JP,Wholesale-LATAM,2024-W01,NK-ZOOM-PEGA-GRY-13,1187,366,774,32,1284,1498,1303,1436,37,1256
Consensus_v2,DC-Tokyo-JP,Retail-APAC,2024-W27,NK-ZOOM-PEGA-BLK-11,706,236,496,22,778,664,707,877,26,704
Baseline_v2,DC-Johannesburg-ZA,Wholesale-NA,2024-W18,NK-METCON-RED-7,4348,1627,3257,206,4668,4812,4703,5401,206,4935
Consensus_v2,DC-Laakdal-BE,Wholesale-APAC,2024-W40,NK-AIR-FORCE-GRY-12,4255,1550,3058,161,4457,4890,5031,4981,149,5038
Consensus_v1,DC-Laakdal-BE,Retail-APAC,2024-W26,NK-HOODIE-CLUB-GRY-L,4268,1476,3219,188,4633,5146,4864,4755,174,5480
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-MEA,2024-W48,NK-HUARACHE-BLU-7,2071,738,1490,44,2158,2219,2353,2536,48,2051
Baseline_v1,DC-Shanghai-CN,Wholesale-MEA,2024-W24,NK-FREE-RN-OGR-7,1660,584,1100,42,1708,1821,1770,2131,38,1701
OP_Plan_2025,DC-Memphis-TN,Wholesale-LATAM,2024-W48,NK-ZOOM-PEGA-GLD-8,2580,750,1805,194,2624,1935,2781,2777,186,2822
Baseline_v1,DC-Tokyo-JP,DTC-eComm-NA,2024-W12,NK-AIR-MAX-PPL-12,385,122,264,16,386,262,420,427,13,390
Consensus_v1,DC-Laakdal-BE,DTC-Stores-NA,2024-W25,NK-JORDAN-PPL-11,3814,1345,2775,148,4005,4668,4207,3608,159,3795
Consensus_v1,DC-Dubai-UAE,Retail-EMEA,2024-W07,NK-JORDAN-GRN-11,1846,559,1342,72,1871,2172,1761,2126,71,2103
Baseline_v2,DC-Laakdal-BE,DTC-eComm-EMEA,2024-W18,NK-LEGGING-EPIC-RED-S,1844,566,1149,80,1900,2112,2034,1948,84,1791
Consensus_v2,DC-Laakdal-BE,Retail-EMEA,2024-W31,NK-JORDAN-GRY-12,3162,1079,2094,207,3354,3090,3285,4155,242,2965
Consensus_v2,DC-Dubai-UAE,DTC-Stores-NA,2024-W36,NK-CORTEZ-GLD-10,1776,558,1194,87,1965,1797,2032,2174,94,1953
Baseline_v2,DC-Memphis-TN,DTC-Stores-NA,2024-W06,NK-DUNK-RED-8,950,318,692,56,990,1134,1001,1078,56,1034
Baseline_v1,DC-Tokyo-JP,DTC-Stores-EMEA,2024-W49,NK-LEBRON-NVY-9,3974,1313,3101,149,4333,3892,4517,4567,142,4317
Baseline_v1,DC-Dubai-UAE,Wholesale-NA,2024-W12,NK-SPORTS-BRA-INDY-GRY-L,2019,586,1360,55,2052,2579,1848,2215,53,1831
Baseline_v2,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2024-W31,NK-HUARACHE-BLU-8,2579,863,1693,208,2655,2313,2864,2506,232,2717
Consensus_v2,DC-Portland-OR,Wholesale-MEA,2024-W12,NK-VAPORFLY-PPL-13,1932,635,1283,51,2008,2109,2052,1736,44,2361
Baseline_v1,DC-Tokyo-JP,Wholesale-APAC,2024-W05,NK-JACKET-WIND-NVY-S,385,127,275,12,395,411,425,440,11,448
Consensus_v2,DC-Dubai-UAE,DTC-eComm-NA,2024-W30,NK-ZOOM-PEGA-BLU-13,4750,1706,3162,194,4979,4976,5567,5101,228,5102
Consensus_v2,DC-Shanghai-CN,DTC-eComm-NA,2024-W49,NK-ZOOM-PEGA-GLD-13,3267,1156,2165,268,3424,3188,3252,3461,320,3705
Consensus_v2,DC-Sao-Paulo-BR,DTC-Stores-NA,2024-W51,NK-AIR-MAX-PPL-7,4551,1448,3282,110,4749,5191,4308,4145,116,4289
Baseline_v1,DC-Sao-Paulo-BR,Retail-EMEA,2024-W34,NK-FREE-RN-WHT-11,3488,1021,2163,161,3545,2650,3705,3602,176,3807
OP_Plan_2025,DC-Dubai-UAE,DTC-Stores-NA,2024-W28,NK-HUARACHE-GLD-8,2513,881,1610,99,2558,2164,2594,2282,112,2878
Baseline_v1,DC-Tokyo-JP,DTC-eComm-NA,2024-W36,NK-FREE-RN-BLU-10,2565,759,1802,203,2617,2727,2572,2267,179,2332
Baseline_v1,DC-Laakdal-BE,DTC-eComm-NA,2024-W43,NK-SHORT-DRI-GRY-S,4088,1499,2799,239,4370,4336,4471,4939,282,4259
Consensus_v2,DC-Memphis-TN,Wholesale-LATAM,2024-W19,NK-METCON-GRN-12,1226,432,914,39,1311,1309,1240,1631,36,1186
Baseline_v2,DC-Sao-Paulo-BR,DTC-Stores-NA,2024-W08,NK-JORDAN-BLU-9,3057,986,1882,203,3059,2760,3325,3149,236,2624
Consensus_v2,DC-Memphis-TN,DTC-Stores-EMEA,2024-W14,NK-LEBRON-PPL-8,4542,1407,2934,259,4608,3378,4359,5710,234,4916
