Supplier.[Supplier Location],Version.[Version Name],Activity2.[Activity2],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast,W Procurement Forecast From Purchase Orders,W Procurement Forecast Infinite Node,W Procurement Forecast Non Infinite Node,W Procurement Forecast Override,W Procurement Forecast within Lead Time For Starts,W Procurement Total Requirements,W Published Procurement Forecast
SUP-India-CHN,Consensus_v2,Make-to-Order,DC-Dubai-UAE,2025-W22,NK-AIR-MAX-270-BLK-10,3665,2030,2549,1116,157,2185,4322,3822
SUP-China-GZH,Consensus_v2,Make-to-Order,DC-Portland-OR,2025-W42,NK-AIR-HUARACHE-BLK-10,1857,1050,1472,385,163,647,2126,2020
SUP-Mexico-MTY,Consensus_v1,Seasonal-Build,DC-Portland-OR,2025-W47,NK-AIR-MAX-270-BLK-10,1377,582,903,474,32,534,1644,1409
SUP-China-GZH,OP_Plan_2025,Make-to-Stock,DC-Memphis-TN,2025-W29,NK-SOCK-PERF-3PK-L,2258,1391,1758,500,158,832,2540,2416
SUP-Vietnam-HCM,OP_Plan_2025,Seasonal-Build,DC-Memphis-TN,2025-W49,NK-REACT-INF-RD-11,4736,3214,3307,1429,441,2252,5669,5177
SUP-India-CHN,Consensus_v1,Seasonal-Build,DC-Tokyo-JP,2025-W43,NK-SOCK-PERF-3PK-L,1180,711,787,393,2,728,1251,1182
SUP-China-GZH,Consensus_v2,Replenishment,DC-Dubai-UAE,2025-W41,NK-LEBRON-20-BLK-12,247,170,176,71,20,155,290,267
SUP-Bangladesh-DAC,Baseline_v1,Make-to-Order,DC-Laakdal-BE,2025-W48,NK-AIR-FORCE-1-WHT-9,2366,1120,1992,374,208,1151,2511,2574
SUP-Vietnam-HCM,Baseline_v1,Seasonal-Build,DC-Memphis-TN,2025-W02,NK-TEE-PRO-BLK-M,521,391,341,180,28,358,552,549
SUP-Bangladesh-DAC,Consensus_v1,Safety-Stock-Build,DC-Laakdal-BE,2025-W52,NK-AIR-HUARACHE-BLK-10,4058,2326,3647,411,226,1738,4394,4284
SUP-China-SHH,Consensus_v2,Make-to-Order,DC-Tokyo-JP,2025-W15,NK-SOCK-PERF-3PK-L,3352,2291,1687,1665,72,1892,3762,3424
SUP-Indonesia-JKT,Consensus_v2,Make-to-Stock,DC-Laakdal-BE,2025-W37,NK-LEGGING-EPIC-BLK-S,519,366,380,139,40,311,607,559
SUP-Vietnam-HCM,Consensus_v1,Seasonal-Build,DC-Memphis-TN,2025-W36,NK-DUNK-LOW-GRN-9,3178,2214,1804,1374,61,2085,3694,3239
SUP-Mexico-MTY,Consensus_v1,Make-to-Stock,DC-Tokyo-JP,2025-W02,NK-METCON-8-GRY-10,2978,1944,1675,1303,141,1746,3247,3119
SUP-Cambodia-PNH,Baseline_v2,Make-to-Stock,DC-Dubai-UAE,2025-W38,NK-JACKET-WIND-RED-XL,3676,2566,2658,1018,214,1299,4104,3890
SUP-Bangladesh-DAC,OP_Plan_2025,Replenishment,DC-Shanghai-CN,2025-W07,NK-DUNK-LOW-GRN-9,3256,2276,1921,1335,172,2052,3644,3428
SUP-India-CHN,Consensus_v2,Safety-Stock-Build,DC-Portland-OR,2025-W28,NK-KD-15-GLD-11,3377,2451,2739,638,256,1266,3590,3633
SUP-Mexico-MTY,Baseline_v2,Make-to-Stock,DC-Dubai-UAE,2025-W40,NK-LEBRON-20-BLK-12,349,175,179,170,30,138,395,379
SUP-Mexico-MTY,Consensus_v1,Safety-Stock-Build,DC-Shanghai-CN,2025-W43,NK-DUNK-LOW-GRN-9,4981,3636,4173,808,124,2643,5280,5105
SUP-China-GZH,Consensus_v1,Seasonal-Build,DC-Laakdal-BE,2025-W11,NK-SOCK-PERF-3PK-L,227,133,165,62,6,96,271,233
SUP-Cambodia-PNH,Consensus_v1,Make-to-Order,DC-Laakdal-BE,2025-W03,NK-SOCK-PERF-3PK-L,1698,689,860,838,155,989,1861,1853
SUP-Indonesia-JKT,Baseline_v2,Seasonal-Build,DC-Laakdal-BE,2025-W25,NK-SPORTS-BRA-INDY-M,2191,1229,1437,754,15,1216,2541,2206
SUP-India-CHN,Consensus_v1,Seasonal-Build,DC-Shanghai-CN,2025-W50,NK-ZOOM-PEGA-GRY-10,2933,2192,1911,1022,108,1605,3358,3041
SUP-China-GZH,Baseline_v2,Replenishment,DC-Tokyo-JP,2025-W44,NK-AIR-MAX-90-NVY-8,4333,2532,3795,538,218,2945,5090,4551
SUP-Cambodia-PNH,Consensus_v2,Make-to-Stock,DC-Sao-Paulo-BR,2025-W40,NK-METCON-8-GRY-10,461,303,410,51,3,240,535,464
SUP-Vietnam-HCM,Consensus_v1,Replenishment,DC-Sao-Paulo-BR,2025-W12,NK-KD-15-GLD-11,403,254,274,129,38,130,464,441
SUP-India-CHN,Baseline_v1,Make-to-Order,DC-Shanghai-CN,2025-W26,NK-AIR-HUARACHE-BLK-10,4053,3179,2895,1158,197,1867,4349,4250
SUP-Mexico-MTY,Consensus_v2,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W16,NK-SHORT-DRI-NVY-L,3045,1650,1585,1460,9,1429,3235,3054
SUP-Mexico-MTY,Baseline_v1,Replenishment,DC-Laakdal-BE,2025-W20,NK-AIR-MAX-90-NVY-8,3363,1629,2842,521,297,1273,3903,3660
SUP-China-SHH,Consensus_v2,Seasonal-Build,DC-Sao-Paulo-BR,2025-W12,NK-BACKPACK-BRSLA-BLK,4507,2925,4008,499,209,2879,4774,4716
SUP-Indonesia-JKT,Baseline_v2,Replenishment,DC-Shanghai-CN,2025-W50,NK-FREE-RN-5-BLU-9,3412,2582,2123,1289,188,2100,3795,3600
SUP-Mexico-MTY,Consensus_v2,Replenishment,DC-Dubai-UAE,2025-W08,NK-DUNK-LOW-GRN-9,4723,2030,3189,1534,250,3278,5076,4973
SUP-Cambodia-PNH,Baseline_v2,Make-to-Order,DC-Sao-Paulo-BR,2025-W11,NK-SHORT-DRI-NVY-L,1431,775,1101,330,8,549,1676,1439
SUP-Mexico-MTY,Consensus_v2,Make-to-Stock,DC-Portland-OR,2025-W31,NK-DUNK-LOW-GRN-9,4058,1845,2971,1087,205,1451,4640,4263
SUP-China-GZH,Consensus_v2,Make-to-Stock,DC-Sao-Paulo-BR,2025-W42,NK-JACKET-WIND-RED-XL,4147,1753,2767,1380,190,2446,4711,4337
SUP-India-CHN,Baseline_v2,Seasonal-Build,DC-Portland-OR,2025-W12,NK-METCON-8-GRY-10,415,186,300,115,31,280,436,446
SUP-China-GZH,Baseline_v1,Seasonal-Build,DC-Tokyo-JP,2025-W17,NK-BACKPACK-BRSLA-BLK,3497,2319,1912,1585,279,1221,4038,3776
SUP-Cambodia-PNH,Baseline_v1,Seasonal-Build,DC-Laakdal-BE,2025-W38,NK-FREE-RN-5-BLU-9,1042,653,762,280,51,581,1130,1093
SUP-Mexico-MTY,OP_Plan_2025,Make-to-Stock,DC-Dubai-UAE,2025-W14,NK-REACT-INF-RD-11,4302,2005,3621,681,211,1990,5099,4513
SUP-China-SHH,Baseline_v1,Make-to-Stock,DC-Sao-Paulo-BR,2025-W21,NK-SPORTS-BRA-INDY-M,4706,3565,2988,1718,343,2490,5179,5049
SUP-India-CHN,Baseline_v1,Safety-Stock-Build,DC-Portland-OR,2025-W01,NK-JACKET-WIND-RED-XL,1398,706,699,699,121,862,1599,1519
SUP-China-GZH,Baseline_v2,Replenishment,DC-Tokyo-JP,2025-W39,NK-AIR-MAX-90-NVY-8,1157,598,688,469,109,784,1320,1266
SUP-Cambodia-PNH,OP_Plan_2025,Make-to-Order,DC-Tokyo-JP,2025-W46,NK-CAP-LEGACY-WHT,2438,1716,1369,1069,118,1150,2778,2556
SUP-Vietnam-HCM,Consensus_v2,Make-to-Order,DC-Shanghai-CN,2025-W31,NK-SPORTS-BRA-INDY-M,1019,420,592,427,34,513,1163,1053
SUP-Mexico-MTY,Baseline_v1,Safety-Stock-Build,DC-Portland-OR,2025-W45,NK-SHORT-DRI-NVY-L,1536,1138,1338,198,153,949,1786,1689
SUP-China-GZH,Consensus_v1,Replenishment,DC-Sao-Paulo-BR,2025-W17,NK-AIR-MAX-270-BLK-10,4591,2183,3989,602,319,2498,4958,4910
SUP-India-CHN,OP_Plan_2025,Replenishment,DC-Dubai-UAE,2025-W08,NK-JORDAN-1-WHT-10,1337,897,971,366,124,608,1417,1461
SUP-Cambodia-PNH,Consensus_v2,Replenishment,DC-Portland-OR,2025-W06,NK-LEGGING-EPIC-BLK-S,1557,883,960,597,51,650,1644,1608
SUP-Vietnam-HCM,Consensus_v1,Safety-Stock-Build,DC-Memphis-TN,2025-W13,NK-SPORTS-BRA-INDY-M,1123,582,839,284,67,564,1238,1190
SUP-Bangladesh-DAC,Consensus_v1,Safety-Stock-Build,DC-Portland-OR,2025-W42,NK-CAP-LEGACY-WHT,3454,2131,2206,1248,150,2133,3770,3604
SUP-China-GZH,Baseline_v1,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W24,NK-SHORT-DRI-NVY-L,4960,3057,4433,527,465,2386,5355,5425
SUP-China-SHH,Baseline_v2,Replenishment,DC-Laakdal-BE,2025-W24,NK-AIR-MAX-90-NVY-8,2354,1801,1355,999,1,762,2791,2355
SUP-Cambodia-PNH,Baseline_v2,Make-to-Order,DC-Shanghai-CN,2025-W12,NK-ZOOM-PEGA-GRY-10,751,583,611,140,34,485,816,785
SUP-Vietnam-HCM,Consensus_v2,Make-to-Stock,DC-Shanghai-CN,2025-W22,NK-AIR-MAX-270-BLK-10,1706,1153,1038,668,32,637,1878,1738
SUP-Mexico-MTY,Baseline_v1,Make-to-Order,DC-Tokyo-JP,2025-W06,NK-BACKPACK-BRSLA-BLK,761,512,669,92,10,451,871,771
SUP-Mexico-MTY,Consensus_v1,Make-to-Order,DC-Memphis-TN,2025-W25,NK-SPORTS-BRA-INDY-M,417,203,211,206,24,142,492,441
SUP-Mexico-MTY,Consensus_v1,Seasonal-Build,DC-Dubai-UAE,2025-W29,NK-AIR-MAX-90-NVY-8,251,183,205,46,2,133,281,253
SUP-China-SHH,Baseline_v2,Seasonal-Build,DC-Laakdal-BE,2025-W08,NK-JORDAN-1-WHT-10,522,333,415,107,1,294,589,523
SUP-Vietnam-HCM,OP_Plan_2025,Make-to-Stock,DC-Portland-OR,2025-W42,NK-DUNK-LOW-GRN-9,352,250,209,143,5,121,371,357
SUP-Vietnam-HCM,Baseline_v2,Seasonal-Build,DC-Portland-OR,2025-W38,NK-BACKPACK-BRSLA-BLK,4153,3024,2869,1284,145,1848,4862,4298
SUP-India-CHN,Consensus_v1,Seasonal-Build,DC-Portland-OR,2025-W31,NK-REACT-INF-RD-11,1920,1469,1394,526,35,683,2182,1955
SUP-Indonesia-JKT,Consensus_v2,Replenishment,DC-Memphis-TN,2025-W18,NK-ZOOM-PEGA-GRY-10,280,188,148,132,11,151,333,291
SUP-China-GZH,Consensus_v2,Replenishment,DC-Portland-OR,2025-W35,NK-LEGGING-EPIC-BLK-S,2898,1987,1528,1370,121,1004,3309,3019
SUP-Cambodia-PNH,Consensus_v1,Make-to-Order,DC-Portland-OR,2025-W35,NK-ZOOM-PEGA-GRY-10,1311,881,1148,163,6,560,1462,1317
SUP-China-GZH,Consensus_v2,Safety-Stock-Build,DC-Tokyo-JP,2025-W26,NK-TEE-PRO-BLK-M,2183,1463,1666,517,15,1000,2351,2198
SUP-Indonesia-JKT,Consensus_v2,Replenishment,DC-Sao-Paulo-BR,2025-W42,NK-SOCK-PERF-3PK-L,3608,1581,2262,1346,349,1461,3957,3957
SUP-China-GZH,OP_Plan_2025,Seasonal-Build,DC-Dubai-UAE,2025-W06,NK-SHORT-DRI-NVY-L,2135,1496,1521,614,144,1006,2476,2279
SUP-Vietnam-HCM,OP_Plan_2025,Make-to-Order,DC-Shanghai-CN,2025-W06,NK-SOCK-PERF-3PK-L,716,506,501,215,31,286,810,747
SUP-Vietnam-HCM,Baseline_v1,Replenishment,DC-Tokyo-JP,2025-W32,NK-FREE-RN-5-BLU-9,4444,2771,3694,750,316,2571,4882,4760
SUP-Vietnam-HCM,Consensus_v2,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W14,NK-AIR-MAX-270-BLK-10,2314,1048,1510,804,143,1114,2700,2457
SUP-China-SHH,Baseline_v1,Safety-Stock-Build,DC-Memphis-TN,2025-W45,NK-SOCK-PERF-3PK-L,2268,1183,1313,955,14,1485,2524,2282
SUP-Vietnam-HCM,Consensus_v1,Safety-Stock-Build,DC-Memphis-TN,2025-W10,NK-REACT-INF-RD-11,2322,1669,1833,489,160,1012,2718,2482
SUP-Indonesia-JKT,Consensus_v2,Make-to-Stock,DC-Memphis-TN,2025-W18,NK-AIR-HUARACHE-BLK-10,1327,971,1166,161,40,538,1449,1367
SUP-China-GZH,Baseline_v2,Safety-Stock-Build,DC-Shanghai-CN,2025-W13,NK-ZOOM-PEGA-GRY-10,2216,894,1868,348,162,1504,2586,2378
SUP-Cambodia-PNH,Consensus_v2,Safety-Stock-Build,DC-Tokyo-JP,2025-W43,NK-BACKPACK-BRSLA-BLK,4874,3010,2973,1901,345,1991,5778,5219
SUP-Bangladesh-DAC,OP_Plan_2025,Safety-Stock-Build,DC-Tokyo-JP,2025-W30,NK-SOCK-PERF-3PK-L,1264,666,763,501,11,424,1363,1275
SUP-Cambodia-PNH,Consensus_v2,Replenishment,DC-Tokyo-JP,2025-W42,NK-AIR-MAX-90-NVY-8,1793,1192,1520,273,136,1059,2012,1929
SUP-Mexico-MTY,Baseline_v2,Seasonal-Build,DC-Dubai-UAE,2025-W36,NK-TEE-PRO-BLK-M,3848,1776,2153,1695,103,1710,4276,3951
SUP-Cambodia-PNH,Consensus_v2,Make-to-Stock,DC-Sao-Paulo-BR,2025-W51,NK-LEGGING-EPIC-BLK-S,1820,1312,1089,731,177,797,2003,1997
SUP-India-CHN,Consensus_v2,Replenishment,DC-Tokyo-JP,2025-W22,NK-ZOOM-PEGA-GRY-10,3310,2482,2701,609,46,1715,3527,3356
SUP-Bangladesh-DAC,Consensus_v1,Make-to-Stock,DC-Tokyo-JP,2025-W31,NK-LEGGING-EPIC-BLK-S,1499,648,1344,155,23,1042,1793,1522
SUP-Mexico-MTY,OP_Plan_2025,Replenishment,DC-Portland-OR,2025-W11,NK-ZOOM-PEGA-GRY-10,4928,3485,3320,1608,220,2698,5666,5148
SUP-Cambodia-PNH,Consensus_v2,Seasonal-Build,DC-Memphis-TN,2025-W07,NK-AIR-FORCE-1-WHT-9,3095,1886,1861,1234,145,1537,3340,3240
SUP-China-GZH,Consensus_v2,Replenishment,DC-Memphis-TN,2025-W27,NK-BACKPACK-BRSLA-BLK,3091,1868,1620,1471,88,1042,3692,3179
SUP-Mexico-MTY,OP_Plan_2025,Make-to-Order,DC-Shanghai-CN,2025-W42,NK-KD-15-GLD-11,4730,3340,2375,2355,0,2134,5068,4730
SUP-Vietnam-HCM,Consensus_v2,Make-to-Order,DC-Laakdal-BE,2025-W27,NK-JORDAN-1-WHT-10,1754,1165,1334,420,44,982,1897,1798
SUP-Indonesia-JKT,Baseline_v1,Make-to-Order,DC-Shanghai-CN,2025-W39,NK-AIR-FORCE-1-WHT-9,4985,2359,3677,1308,205,1747,5255,5190
SUP-India-CHN,Consensus_v2,Seasonal-Build,DC-Shanghai-CN,2025-W20,NK-LEBRON-20-BLK-12,2246,1390,1279,967,66,1270,2683,2312
SUP-China-SHH,Consensus_v2,Seasonal-Build,DC-Shanghai-CN,2025-W22,NK-SHORT-DRI-NVY-L,2601,1112,1394,1207,156,1135,3088,2757
SUP-Bangladesh-DAC,Consensus_v1,Seasonal-Build,DC-Laakdal-BE,2025-W16,NK-AIR-MAX-90-NVY-8,3966,3163,2943,1023,122,2518,4529,4088
SUP-India-CHN,OP_Plan_2025,Safety-Stock-Build,DC-Portland-OR,2025-W41,NK-JACKET-WIND-RED-XL,3376,2206,2489,887,5,1996,3708,3381
SUP-China-GZH,Baseline_v1,Seasonal-Build,DC-Sao-Paulo-BR,2025-W35,NK-BACKPACK-BRSLA-BLK,2595,1368,2225,370,167,1077,2841,2762
SUP-India-CHN,Baseline_v1,Seasonal-Build,DC-Dubai-UAE,2025-W25,NK-AIR-FORCE-1-WHT-9,2860,1313,1535,1325,233,1881,3356,3093
SUP-China-GZH,Consensus_v1,Seasonal-Build,DC-Dubai-UAE,2025-W26,NK-SOCK-PERF-3PK-L,3114,1729,1856,1258,29,1326,3314,3143
SUP-India-CHN,Consensus_v2,Seasonal-Build,DC-Laakdal-BE,2025-W33,NK-REACT-INF-RD-11,4978,3151,4106,872,162,2102,5527,5140
SUP-China-GZH,Consensus_v1,Replenishment,DC-Tokyo-JP,2025-W43,NK-TEE-PRO-BLK-M,3744,2495,2051,1693,214,1507,4382,3958
SUP-Mexico-MTY,Consensus_v2,Make-to-Order,DC-Memphis-TN,2025-W48,NK-LEGGING-EPIC-BLK-S,3433,2427,2138,1295,168,2123,3724,3601
SUP-China-SHH,Consensus_v1,Make-to-Order,DC-Memphis-TN,2025-W27,NK-AIR-HUARACHE-BLK-10,2496,1583,1788,708,21,805,2660,2517
SUP-Vietnam-HCM,Consensus_v1,Replenishment,DC-Shanghai-CN,2025-W47,NK-LEBRON-20-BLK-12,399,239,309,90,10,168,455,409
SUP-India-CHN,OP_Plan_2025,Seasonal-Build,DC-Portland-OR,2025-W13,NK-SPORTS-BRA-INDY-M,3276,1921,1886,1390,229,1711,3616,3505
SUP-Cambodia-PNH,OP_Plan_2025,Make-to-Order,DC-Shanghai-CN,2025-W43,NK-JACKET-WIND-RED-XL,3443,1922,2763,680,156,1600,4097,3599
SUP-China-SHH,Baseline_v1,Replenishment,DC-Dubai-UAE,2025-W30,NK-SPORTS-BRA-INDY-M,1858,1349,1275,583,14,680,1967,1872
SUP-Mexico-MTY,Consensus_v2,Make-to-Order,DC-Dubai-UAE,2025-W23,NK-DUNK-LOW-GRN-9,2123,946,1811,312,88,965,2439,2211
SUP-Indonesia-JKT,Consensus_v1,Safety-Stock-Build,DC-Portland-OR,2025-W01,NK-METCON-8-GRY-10,3706,1683,2145,1561,66,1500,4183,3772
SUP-Bangladesh-DAC,Baseline_v2,Make-to-Stock,DC-Tokyo-JP,2025-W35,NK-KD-15-GLD-11,2080,967,1650,430,43,672,2356,2123
SUP-Indonesia-JKT,Consensus_v2,Safety-Stock-Build,DC-Tokyo-JP,2025-W16,NK-REACT-INF-RD-11,1858,1339,1330,528,14,977,2203,1872
SUP-Cambodia-PNH,Baseline_v1,Safety-Stock-Build,DC-Dubai-UAE,2025-W30,NK-AIR-HUARACHE-BLK-10,926,530,683,243,7,625,1077,933
SUP-Cambodia-PNH,Baseline_v2,Make-to-Order,DC-Sao-Paulo-BR,2025-W26,NK-TEE-PRO-BLK-M,3998,3063,2574,1424,122,1511,4604,4120
SUP-Bangladesh-DAC,Baseline_v1,Make-to-Order,DC-Portland-OR,2025-W10,NK-AIR-MAX-90-NVY-8,2091,1341,1716,375,98,980,2507,2189
SUP-China-GZH,OP_Plan_2025,Make-to-Order,DC-Shanghai-CN,2025-W39,NK-METCON-8-GRY-10,3972,2570,2529,1443,347,1212,4305,4319
SUP-China-GZH,Baseline_v2,Replenishment,DC-Shanghai-CN,2025-W18,NK-ZOOM-PEGA-GRY-10,461,294,396,65,17,178,514,478
SUP-Vietnam-HCM,OP_Plan_2025,Replenishment,DC-Sao-Paulo-BR,2025-W14,NK-LEBRON-20-BLK-12,1894,1363,1367,527,156,1046,2211,2050
SUP-Cambodia-PNH,OP_Plan_2025,Make-to-Order,DC-Tokyo-JP,2025-W32,NK-DUNK-LOW-GRN-9,3104,1515,2328,776,177,1160,3286,3281
SUP-India-CHN,Consensus_v1,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W38,NK-TEE-PRO-BLK-M,2806,1541,2104,702,3,1002,3258,2809
SUP-China-GZH,OP_Plan_2025,Seasonal-Build,DC-Laakdal-BE,2025-W48,NK-JORDAN-1-WHT-10,4771,3594,2901,1870,92,2336,5014,4863
SUP-Mexico-MTY,Baseline_v1,Seasonal-Build,DC-Shanghai-CN,2025-W01,NK-DUNK-LOW-GRN-9,2877,2255,1494,1383,28,913,3100,2905
SUP-Indonesia-JKT,Baseline_v1,Safety-Stock-Build,DC-Portland-OR,2025-W23,NK-AIR-HUARACHE-BLK-10,4740,3492,2932,1808,36,1744,5067,4776
SUP-China-GZH,Consensus_v2,Make-to-Stock,DC-Shanghai-CN,2025-W51,NK-JACKET-WIND-RED-XL,3515,2430,1823,1692,326,1182,3841,3841
SUP-Indonesia-JKT,OP_Plan_2025,Seasonal-Build,DC-Tokyo-JP,2025-W25,NK-SPORTS-BRA-INDY-M,2185,1444,1599,586,4,1519,2307,2189
SUP-Cambodia-PNH,OP_Plan_2025,Make-to-Order,DC-Sao-Paulo-BR,2025-W11,NK-LEGGING-EPIC-BLK-S,1059,761,816,243,57,518,1258,1116
SUP-China-GZH,Consensus_v1,Replenishment,DC-Memphis-TN,2025-W12,NK-AIR-MAX-270-BLK-10,4964,2463,4218,746,412,1935,5509,5376
SUP-China-GZH,OP_Plan_2025,Safety-Stock-Build,DC-Dubai-UAE,2025-W22,NK-SOCK-PERF-3PK-L,4196,3028,3552,644,25,2420,4493,4221
SUP-Indonesia-JKT,OP_Plan_2025,Make-to-Stock,DC-Portland-OR,2025-W01,NK-FREE-RN-5-BLU-9,3237,2290,2905,332,3,1916,3676,3240
SUP-Cambodia-PNH,Baseline_v1,Seasonal-Build,DC-Portland-OR,2025-W39,NK-TEE-PRO-BLK-M,1906,1272,1321,585,79,844,2171,1985
SUP-China-GZH,Consensus_v1,Make-to-Stock,DC-Tokyo-JP,2025-W45,NK-KD-15-GLD-11,1278,546,1062,216,32,625,1350,1310
SUP-Vietnam-HCM,Baseline_v2,Make-to-Stock,DC-Memphis-TN,2025-W50,NK-JORDAN-1-WHT-10,3128,1862,1730,1398,81,1462,3565,3209
SUP-Cambodia-PNH,OP_Plan_2025,Replenishment,DC-Portland-OR,2025-W24,NK-LEGGING-EPIC-BLK-S,2581,1327,2048,533,6,1378,3074,2587
SUP-India-CHN,Baseline_v1,Safety-Stock-Build,DC-Dubai-UAE,2025-W43,NK-AIR-FORCE-1-WHT-9,3203,1986,2123,1080,166,2109,3457,3369
SUP-Vietnam-HCM,Baseline_v2,Replenishment,DC-Portland-OR,2025-W34,NK-SOCK-PERF-3PK-L,4475,2858,3687,788,192,2684,5311,4667
SUP-Mexico-MTY,Baseline_v1,Replenishment,DC-Sao-Paulo-BR,2025-W31,NK-DUNK-LOW-GRN-9,1153,575,717,436,64,617,1284,1217
SUP-China-SHH,Baseline_v1,Seasonal-Build,DC-Portland-OR,2025-W26,NK-ZOOM-PEGA-GRY-10,3908,2680,2859,1049,5,1735,4457,3913
SUP-Cambodia-PNH,Baseline_v2,Seasonal-Build,DC-Tokyo-JP,2025-W04,NK-DUNK-LOW-GRN-9,1476,786,1067,409,104,833,1728,1580
SUP-Bangladesh-DAC,OP_Plan_2025,Replenishment,DC-Laakdal-BE,2025-W37,NK-DUNK-LOW-GRN-9,3732,1803,2064,1668,238,1596,3950,3970
SUP-Indonesia-JKT,Consensus_v2,Seasonal-Build,DC-Sao-Paulo-BR,2025-W29,NK-SHORT-DRI-NVY-L,4323,2593,3328,995,103,2607,5031,4426
SUP-India-CHN,Baseline_v2,Make-to-Stock,DC-Tokyo-JP,2025-W39,NK-DUNK-LOW-GRN-9,1994,1504,1117,877,30,860,2109,2024
SUP-Bangladesh-DAC,Consensus_v1,Safety-Stock-Build,DC-Laakdal-BE,2025-W47,NK-SOCK-PERF-3PK-L,3685,2014,2059,1626,76,1567,4220,3761
SUP-China-GZH,Consensus_v2,Replenishment,DC-Portland-OR,2025-W25,NK-SOCK-PERF-3PK-L,4097,2991,3351,746,132,2483,4389,4229
SUP-Cambodia-PNH,OP_Plan_2025,Seasonal-Build,DC-Sao-Paulo-BR,2025-W27,NK-DUNK-LOW-GRN-9,2533,1123,1518,1015,80,1579,2992,2613
SUP-Vietnam-HCM,Consensus_v1,Make-to-Order,DC-Sao-Paulo-BR,2025-W51,NK-AIR-FORCE-1-WHT-9,3870,1775,3003,867,365,2217,4256,4235
SUP-Cambodia-PNH,Consensus_v1,Replenishment,DC-Shanghai-CN,2025-W48,NK-LEBRON-20-BLK-12,505,237,253,252,22,168,581,527
SUP-Bangladesh-DAC,OP_Plan_2025,Replenishment,DC-Portland-OR,2025-W27,NK-SOCK-PERF-3PK-L,832,567,662,170,56,333,982,888
SUP-China-SHH,OP_Plan_2025,Make-to-Stock,DC-Laakdal-BE,2025-W17,NK-REACT-INF-RD-11,4275,2365,2425,1850,357,2221,4610,4632
SUP-Mexico-MTY,OP_Plan_2025,Seasonal-Build,DC-Sao-Paulo-BR,2025-W31,NK-BACKPACK-BRSLA-BLK,4006,3174,3497,509,374,1846,4487,4380
SUP-China-GZH,Baseline_v2,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W08,NK-JACKET-WIND-RED-XL,1660,756,1236,424,50,714,1760,1710
SUP-Bangladesh-DAC,Consensus_v2,Make-to-Stock,DC-Tokyo-JP,2025-W01,NK-AIR-FORCE-1-WHT-9,1394,1082,863,531,108,637,1492,1502
SUP-Cambodia-PNH,OP_Plan_2025,Make-to-Stock,DC-Dubai-UAE,2025-W14,NK-KD-15-GLD-11,1971,1070,1256,715,102,938,2329,2073
SUP-India-CHN,OP_Plan_2025,Replenishment,DC-Tokyo-JP,2025-W16,NK-CAP-LEGACY-WHT,2104,1240,1431,673,182,1077,2356,2286
SUP-Indonesia-JKT,Baseline_v1,Make-to-Stock,DC-Tokyo-JP,2025-W05,NK-SPORTS-BRA-INDY-M,3313,1880,2263,1050,85,1990,3733,3398
SUP-China-GZH,Consensus_v2,Make-to-Order,DC-Sao-Paulo-BR,2025-W29,NK-FREE-RN-5-BLU-9,207,113,150,57,9,133,220,216
SUP-India-CHN,Baseline_v2,Replenishment,DC-Laakdal-BE,2025-W32,NK-AIR-MAX-270-BLK-10,3717,2789,2933,784,86,2164,4074,3803
SUP-Indonesia-JKT,Baseline_v1,Seasonal-Build,DC-Memphis-TN,2025-W13,NK-BACKPACK-BRSLA-BLK,3649,1621,1876,1773,362,1434,3860,4011
SUP-Indonesia-JKT,Baseline_v2,Make-to-Order,DC-Shanghai-CN,2025-W03,NK-LEBRON-20-BLK-12,2332,1562,1640,692,200,1507,2452,2532
SUP-China-SHH,Baseline_v2,Replenishment,DC-Tokyo-JP,2025-W21,NK-SHORT-DRI-NVY-L,2519,2001,2019,500,62,1298,3019,2581
SUP-China-GZH,Baseline_v1,Make-to-Stock,DC-Portland-OR,2025-W24,NK-JACKET-WIND-RED-XL,4322,2292,3810,512,52,1328,5124,4374
SUP-China-GZH,Consensus_v2,Seasonal-Build,DC-Laakdal-BE,2025-W41,NK-DUNK-LOW-GRN-9,1087,620,570,517,24,484,1212,1111
SUP-Vietnam-HCM,Consensus_v1,Replenishment,DC-Portland-OR,2025-W44,NK-AIR-FORCE-1-WHT-9,712,556,373,339,21,298,781,733
SUP-China-GZH,OP_Plan_2025,Seasonal-Build,DC-Shanghai-CN,2025-W40,NK-SOCK-PERF-3PK-L,4565,2173,3782,783,248,1511,5447,4813
SUP-India-CHN,Consensus_v2,Make-to-Order,DC-Dubai-UAE,2025-W45,NK-ZOOM-PEGA-GRY-10,754,553,528,226,1,468,902,755
SUP-China-SHH,Baseline_v1,Safety-Stock-Build,DC-Portland-OR,2025-W47,NK-FREE-RN-5-BLU-9,3821,2209,2815,1006,267,1443,4268,4088
SUP-China-GZH,Baseline_v2,Make-to-Stock,DC-Sao-Paulo-BR,2025-W36,NK-TEE-PRO-BLK-M,4007,1956,2301,1706,380,1538,4364,4387
